,A,B
672,현대ESA 아파트 평면도 보여줘,MATCH (n:Apartment {name:’현대ESA'}) RETURN ext.floorplanImage
673,신화 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신화'}) RETURN ext.floorplanImage
674,금호베스트빌 아파트 평면도 보여줘,MATCH (n:Apartment {name:’금호베스트빌'}) RETURN ext.floorplanImage
675,삼성서초가든스위트 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼성서초가든스위트'}) RETURN ext.floorplanImage
676,서초네이처힐7단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초네이처힐7단지'}) RETURN ext.floorplanImage
677,신반포27차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포27차'}) RETURN ext.floorplanImage
678,서초현대4차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초현대4차'}) RETURN ext.floorplanImage
679,현대성우 아파트 평면도 보여줘,MATCH (n:Apartment {name:’현대성우'}) RETURN ext.floorplanImage
680,서초대우디오빌프라임 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초대우디오빌프라임'}) RETURN ext.floorplanImage
681,힐스테이트서초젠트리스 아파트 평면도 보여줘,MATCH (n:Apartment {name:’힐스테이트서초젠트리스'}) RETURN ext.floorplanImage
682,서초삼성래미안 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초삼성래미안'}) RETURN ext.floorplanImage
683,반포푸르지오 아파트 평면도 보여줘,MATCH (n:Apartment {name:’반포푸르지오'}) RETURN ext.floorplanImage
684,서초트라팰리스 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초트라팰리스'}) RETURN ext.floorplanImage
685,방배아크로타워 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배아크로타워'}) RETURN ext.floorplanImage
686,잠원중앙하이츠(B동) 아파트 평면도 보여줘,MATCH (n:Apartment {name:’잠원중앙하이츠(B동)'}) RETURN ext.floorplanImage
687,방배아크로리버 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배아크로리버'}) RETURN ext.floorplanImage
688,방배e-편한세상3차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배e-편한세상3차'}) RETURN ext.floorplanImage
689,신동아2차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신동아2차'}) RETURN ext.floorplanImage
690,서초자이 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초자이'}) RETURN ext.floorplanImage
691,강남역푸르지오시티(도시형) 아파트 평면도 보여줘,MATCH (n:Apartment {name:’강남역푸르지오시티(도시형)'}) RETURN ext.floorplanImage
692,현대동궁 아파트 평면도 보여줘,MATCH (n:Apartment {name:’현대동궁'}) RETURN ext.floorplanImage
693,삼호한숲 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼호한숲'}) RETURN ext.floorplanImage
694,동원베네스트 아파트 평면도 보여줘,MATCH (n:Apartment {name:’동원베네스트'}) RETURN ext.floorplanImage
695,신반포궁전 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포궁전'}) RETURN ext.floorplanImage
696,신반포25차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포25차'}) RETURN ext.floorplanImage
697,풍림아이원플러스 아파트 평면도 보여줘,MATCH (n:Apartment {name:’풍림아이원플러스'}) RETURN ext.floorplanImage
698,서초네이처힐1단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초네이처힐1단지'}) RETURN ext.floorplanImage
699,양재우성KBS(113동) 아파트 평면도 보여줘,MATCH (n:Apartment {name:’양재우성KBS(113동)'}) RETURN ext.floorplanImage
700,잠원한신그린 아파트 평면도 보여줘,MATCH (n:Apartment {name:’잠원한신그린'}) RETURN ext.floorplanImage
701,삼호2차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼호2차'}) RETURN ext.floorplanImage
702,서초한빛삼성 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초한빛삼성'}) RETURN ext.floorplanImage
703,밀라텔쉐르빌(엠쉐르빌) 아파트 평면도 보여줘,MATCH (n:Apartment {name:’밀라텔쉐르빌(엠쉐르빌)'}) RETURN ext.floorplanImage
704,서초아트자이 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초아트자이'}) RETURN ext.floorplanImage
705,엠브이 아파트 평면도 보여줘,MATCH (n:Apartment {name:’엠브이'}) RETURN ext.floorplanImage
706,잠원훼미리 아파트 평면도 보여줘,MATCH (n:Apartment {name:’잠원훼미리'}) RETURN ext.floorplanImage
707,방배브라운스톤 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배브라운스톤'}) RETURN ext.floorplanImage
708,한라비발디스튜디오193(도시형) 아파트 평면도 보여줘,MATCH (n:Apartment {name:’한라비발디스튜디오193(도시형)'}) RETURN ext.floorplanImage
709,방배마에스트로 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배마에스트로'}) RETURN ext.floorplanImage
710,롯데캐슬주피터 아파트 평면도 보여줘,MATCH (n:Apartment {name:’롯데캐슬주피터'}) RETURN ext.floorplanImage
711,잠원현대 아파트 평면도 보여줘,MATCH (n:Apartment {name:’잠원현대'}) RETURN ext.floorplanImage
712,방배e-편한세상1차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배e-편한세상1차'}) RETURN ext.floorplanImage
713,방배롯데캐슬로제 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배롯데캐슬로제'}) RETURN ext.floorplanImage
714,쌍용예가클래식 아파트 평면도 보여줘,MATCH (n:Apartment {name:’쌍용예가클래식'}) RETURN ext.floorplanImage
715,삼호가든맨션5차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼호가든맨션5차'}) RETURN ext.floorplanImage
716,신반포18차(337동) 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포18차(337동)'}) RETURN ext.floorplanImage
717,잠원대우아이빌 아파트 평면도 보여줘,MATCH (n:Apartment {name:’잠원대우아이빌'}) RETURN ext.floorplanImage
718,서초한신리빙타워 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초한신리빙타워'}) RETURN ext.floorplanImage
719,삼환나띠르빌 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼환나띠르빌'}) RETURN ext.floorplanImage
720,서초e-편한세상2차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초e-편한세상2차'}) RETURN ext.floorplanImage
721,서초쌍용플래티넘 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초쌍용플래티넘'}) RETURN ext.floorplanImage
722,현대ESA2 아파트 평면도 보여줘,MATCH (n:Apartment {name:’현대ESA2'}) RETURN ext.floorplanImage
723,서초네이처힐2단지 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초네이처힐2단지'}) RETURN ext.floorplanImage
724,신반포22차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포22차'}) RETURN ext.floorplanImage
725,신반포9차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포9차'}) RETURN ext.floorplanImage
726,신영체르니 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신영체르니'}) RETURN ext.floorplanImage
727,방배현대홈타운3차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배현대홈타운3차'}) RETURN ext.floorplanImage
728,신반포17차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포17차'}) RETURN ext.floorplanImage
729,현대멤피스 아파트 평면도 보여줘,MATCH (n:Apartment {name:’현대멤피스'}) RETURN ext.floorplanImage
730,서초대우아이빌 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초대우아이빌'}) RETURN ext.floorplanImage
731,삼호3차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’삼호3차'}) RETURN ext.floorplanImage
732,잠원월드메르디앙 아파트 평면도 보여줘,MATCH (n:Apartment {name:’잠원월드메르디앙'}) RETURN ext.floorplanImage
733,신반포20차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포20차'}) RETURN ext.floorplanImage
734,서초아이파크 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초아이파크'}) RETURN ext.floorplanImage
735,방배자이 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배자이'}) RETURN ext.floorplanImage
736,강남원효성 아파트 평면도 보여줘,MATCH (n:Apartment {name:’강남원효성'}) RETURN ext.floorplanImage
737,방배브라운가 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배브라운가'}) RETURN ext.floorplanImage
738,방배한신트리플 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배한신트리플'}) RETURN ext.floorplanImage
739,서초e-편한세상5차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’서초e-편한세상5차'}) RETURN ext.floorplanImage
740,마제스타시티힐스테이트서리풀 아파트 평면도 보여줘,MATCH (n:Apartment {name:’마제스타시티힐스테이트서리풀'}) RETURN ext.floorplanImage
741,지웰홈스서초 아파트 평면도 보여줘,MATCH (n:Apartment {name:’지웰홈스서초'}) RETURN ext.floorplanImage
742,르엘신반포파크애비뉴 아파트 평면도 보여줘,MATCH (n:Apartment {name:’르엘신반포파크애비뉴'}) RETURN ext.floorplanImage
743,신반포15차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포15차'}) RETURN ext.floorplanImage
744,녹원한신 아파트 평면도 보여줘,MATCH (n:Apartment {name:’녹원한신'}) RETURN ext.floorplanImage
745,신반포21차 아파트 평면도 보여줘,MATCH (n:Apartment {name:’신반포21차'}) RETURN ext.floorplanImage
746,방배동부센트레빌 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배동부센트레빌'}) RETURN ext.floorplanImage
747,방배아이파크 아파트 평면도 보여줘,MATCH (n:Apartment {name:’방배아이파크'}) RETURN ext.floorplanImage
748,헤센파크힐 아파트 평면도 보여줘,MATCH (n:Apartment {name:’헤센파크힐'}) RETURN ext.floorplanImage
749,르엘신반포 아파트 평면도 보여줘,MATCH (n:Apartment {name:’르엘신반포'}) RETURN ext.floorplanImage
750,DK밸리뷰서초(주) 아파트 평면도 보여줘,MATCH (n:Apartment {name:’DK밸리뷰서초(주)'}) RETURN ext.floorplanImage
751,더샵반포리버파크(도시형) 아파트 평면도 보여줘,MATCH (n:Apartment {name:’더샵반포리버파크(도시형)'}) RETURN ext.floorplanImage
752,반포자이 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’반포자이'}) RETURN ext.sns
753,아크로리버파크 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’아크로리버파크'}) RETURN ext.sns
754,래미안퍼스티지 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’래미안퍼스티지'}) RETURN ext.sns
755,신반포2차 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’신반포2차'}) RETURN ext.sns
756,서초그랑자이 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초그랑자이'}) RETURN ext.sns
757,신반포4차 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’신반포4차'}) RETURN ext.sns
758,반포리체 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’반포리체'}) RETURN ext.sns
759,래미안리더스원 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’래미안리더스원'}) RETURN ext.sns
760,삼풍 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’삼풍'}) RETURN ext.sns
761,반포주공1단지 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’반포주공1단지'}) RETURN ext.sns
762,반포미도1차 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’반포미도1차'}) RETURN ext.sns
763,서초힐스 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초힐스'}) RETURN ext.sns
764,서초래미안 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초래미안'}) RETURN ext.sns
765,서초더샵포레 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초더샵포레'}) RETURN ext.sns
766,서초포레스타2단지 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초포레스타2단지'}) RETURN ext.sns
767,서초네이처힐3단지 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초네이처힐3단지'}) RETURN ext.sns
768,래미안원베일리 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’래미안원베일리'}) RETURN ext.sns
769,반포래미안아이파크 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’반포래미안아이파크'}) RETURN ext.sns
770,반포센트럴자이 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’반포센트럴자이'}) RETURN ext.sns
771,동아 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’동아'}) RETURN ext.sns
772,서초푸르지오써밋 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초푸르지오써밋'}) RETURN ext.sns
773,방배그랑자이 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’방배그랑자이'}) RETURN ext.sns
774,반포써밋 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’반포써밋'}) RETURN ext.sns
775,아크로리버뷰신반포 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’아크로리버뷰신반포'}) RETURN ext.sns
776,롯데캐슬클래식 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’롯데캐슬클래식'}) RETURN ext.sns
777,아크로비스타 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’아크로비스타'}) RETURN ext.sns
778,신반포자이 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’신반포자이'}) RETURN ext.sns
779,디에이치라클라스 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’디에이치라클라스'}) RETURN ext.sns
780,유원서초 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’유원서초'}) RETURN ext.sns
781,래미안서초에스티지S 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’래미안서초에스티지S'}) RETURN ext.sns
782,신동아1차 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’신동아1차'}) RETURN ext.sns
783,양재우성 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’양재우성'}) RETURN ext.sns
784,잠원한신 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’잠원한신'}) RETURN ext.sns
785,서초호반써밋 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초호반써밋'}) RETURN ext.sns
786,래미안신반포팰리스 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’래미안신반포팰리스'}) RETURN ext.sns
787,방배롯데캐슬아르떼 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’방배롯데캐슬아르떼'}) RETURN ext.sns
788,방배현대홈타운1차 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’방배현대홈타운1차'}) RETURN ext.sns
789,진흥 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’진흥'}) RETURN ext.sns
790,방배래미안아트힐 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’방배래미안아트힐'}) RETURN ext.sns
791,현대슈퍼빌 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’현대슈퍼빌'}) RETURN ext.sns
792,서초포레스타6단지 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초포레스타6단지'}) RETURN ext.sns
793,서초포레스타5단지 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초포레스타5단지'}) RETURN ext.sns
794,신반포10차 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’신반포10차'}) RETURN ext.sns
795,신반포8차 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’신반포8차'}) RETURN ext.sns
796,반포르엘 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’반포르엘'}) RETURN ext.sns
797,래미안서초스위트 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’래미안서초스위트'}) RETURN ext.sns
798,서초교대e편한세상 아파트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:’서초교대e편한세상'}) RETURN ext.sns
