,A,B
2673,"69층 이상, 186m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>186 RETURN n.name
2674,"69층 이상, 196m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>196 RETURN n.name
2675,"69층 이상, 206m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>206 RETURN n.name
2676,"69층 이상, 216m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>216 RETURN n.name
2677,"69층 이상, 226m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>226 RETURN n.name
2678,"69층 이상, 236m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>236 RETURN n.name
2679,"69층 이상, 246m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>246 RETURN n.name
2680,"69층 이상, 256m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>256 RETURN n.name
2681,"69층 이상, 266m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>266 RETURN n.name
2682,"69층 이상, 276m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>276 RETURN n.name
2683,"69층 이상, 286m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>286 RETURN n.name
2684,"69층 이상, 296m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>296 RETURN n.name
2685,"69층 이상, 306m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>306 RETURN n.name
2686,"69층 이상, 316m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>316 RETURN n.name
2687,"69층 이상, 326m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>69 AND n.size>326 RETURN n.name
2688,"70층 이상, 16m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>16 RETURN n.name
2689,"70층 이상, 26m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>26 RETURN n.name
2690,"70층 이상, 36m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>36 RETURN n.name
2691,"70층 이상, 46m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>46 RETURN n.name
2692,"70층 이상, 56m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>56 RETURN n.name
2693,"70층 이상, 66m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>66 RETURN n.name
2694,"70층 이상, 76m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>76 RETURN n.name
2695,"70층 이상, 86m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>86 RETURN n.name
2696,"70층 이상, 96m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>96 RETURN n.name
2697,"70층 이상, 106m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>106 RETURN n.name
2698,"70층 이상, 116m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>116 RETURN n.name
2699,"70층 이상, 126m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>126 RETURN n.name
2700,"70층 이상, 136m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>136 RETURN n.name
2701,"70층 이상, 146m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>146 RETURN n.name
2702,"70층 이상, 156m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>156 RETURN n.name
2703,"70층 이상, 166m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>166 RETURN n.name
2704,"70층 이상, 176m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>176 RETURN n.name
2705,"70층 이상, 186m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>186 RETURN n.name
2706,"70층 이상, 196m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>196 RETURN n.name
2707,"70층 이상, 206m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>206 RETURN n.name
2708,"70층 이상, 216m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>216 RETURN n.name
2709,"70층 이상, 226m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>226 RETURN n.name
2710,"70층 이상, 236m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>236 RETURN n.name
2711,"70층 이상, 246m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>246 RETURN n.name
2712,"70층 이상, 256m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>256 RETURN n.name
2713,"70층 이상, 266m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>266 RETURN n.name
2714,"70층 이상, 276m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>276 RETURN n.name
2715,"70층 이상, 286m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>286 RETURN n.name
2716,"70층 이상, 296m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>296 RETURN n.name
2717,"70층 이상, 306m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>306 RETURN n.name
2718,"70층 이상, 316m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>316 RETURN n.name
2719,"70층 이상, 326m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>70 AND n.size>326 RETURN n.name
2720,"71층 이상, 16m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>16 RETURN n.name
2721,"71층 이상, 26m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>26 RETURN n.name
2722,"71층 이상, 36m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>36 RETURN n.name
2723,"71층 이상, 46m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>46 RETURN n.name
2724,"71층 이상, 56m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>56 RETURN n.name
2725,"71층 이상, 66m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>66 RETURN n.name
2726,"71층 이상, 76m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>76 RETURN n.name
2727,"71층 이상, 86m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>86 RETURN n.name
2728,"71층 이상, 96m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>96 RETURN n.name
2729,"71층 이상, 106m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>106 RETURN n.name
2730,"71층 이상, 116m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>116 RETURN n.name
2731,"71층 이상, 126m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>126 RETURN n.name
2732,"71층 이상, 136m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>136 RETURN n.name
2733,"71층 이상, 146m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>146 RETURN n.name
2734,"71층 이상, 156m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>156 RETURN n.name
2735,"71층 이상, 166m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>166 RETURN n.name
2736,"71층 이상, 176m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>176 RETURN n.name
2737,"71층 이상, 186m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>186 RETURN n.name
2738,"71층 이상, 196m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>196 RETURN n.name
2739,"71층 이상, 206m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>206 RETURN n.name
2740,"71층 이상, 216m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>216 RETURN n.name
2741,"71층 이상, 226m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>226 RETURN n.name
2742,"71층 이상, 236m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>236 RETURN n.name
2743,"71층 이상, 246m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>246 RETURN n.name
2744,"71층 이상, 256m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>256 RETURN n.name
2745,"71층 이상, 266m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>266 RETURN n.name
2746,"71층 이상, 276m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>276 RETURN n.name
2747,"71층 이상, 286m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>286 RETURN n.name
2748,"71층 이상, 296m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>296 RETURN n.name
2749,"71층 이상, 306m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>306 RETURN n.name
2750,"71층 이상, 316m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>316 RETURN n.name
2751,"71층 이상, 326m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>71 AND n.size>326 RETURN n.name
2752,"72층 이상, 16m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>16 RETURN n.name
2753,"72층 이상, 26m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>26 RETURN n.name
2754,"72층 이상, 36m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>36 RETURN n.name
2755,"72층 이상, 46m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>46 RETURN n.name
2756,"72층 이상, 56m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>56 RETURN n.name
2757,"72층 이상, 66m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>66 RETURN n.name
2758,"72층 이상, 76m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>76 RETURN n.name
2759,"72층 이상, 86m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>86 RETURN n.name
2760,"72층 이상, 96m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>96 RETURN n.name
2761,"72층 이상, 106m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>106 RETURN n.name
2762,"72층 이상, 116m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>116 RETURN n.name
2763,"72층 이상, 126m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>126 RETURN n.name
2764,"72층 이상, 136m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>136 RETURN n.name
2765,"72층 이상, 146m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>146 RETURN n.name
2766,"72층 이상, 156m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>156 RETURN n.name
2767,"72층 이상, 166m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>166 RETURN n.name
2768,"72층 이상, 176m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>176 RETURN n.name
2769,"72층 이상, 186m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>186 RETURN n.name
2770,"72층 이상, 196m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>196 RETURN n.name
2771,"72층 이상, 206m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>206 RETURN n.name
2772,"72층 이상, 216m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>216 RETURN n.name
2773,"72층 이상, 226m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>226 RETURN n.name
2774,"72층 이상, 236m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>236 RETURN n.name
2775,"72층 이상, 246m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>246 RETURN n.name
2776,"72층 이상, 256m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>256 RETURN n.name
2777,"72층 이상, 266m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>266 RETURN n.name
2778,"72층 이상, 276m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>276 RETURN n.name
2779,"72층 이상, 286m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>286 RETURN n.name
2780,"72층 이상, 296m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>296 RETURN n.name
2781,"72층 이상, 306m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>306 RETURN n.name
2782,"72층 이상, 316m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>316 RETURN n.name
2783,"72층 이상, 326m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>72 AND n.size>326 RETURN n.name
2784,"73층 이상, 16m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>16 RETURN n.name
2785,"73층 이상, 26m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>26 RETURN n.name
2786,"73층 이상, 36m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>36 RETURN n.name
2787,"73층 이상, 46m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>46 RETURN n.name
2788,"73층 이상, 56m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>56 RETURN n.name
2789,"73층 이상, 66m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>66 RETURN n.name
2790,"73층 이상, 76m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>76 RETURN n.name
2791,"73층 이상, 86m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>86 RETURN n.name
2792,"73층 이상, 96m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>96 RETURN n.name
2793,"73층 이상, 106m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>106 RETURN n.name
2794,"73층 이상, 116m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>116 RETURN n.name
2795,"73층 이상, 126m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>126 RETURN n.name
2796,"73층 이상, 136m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>136 RETURN n.name
2797,"73층 이상, 146m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>146 RETURN n.name
2798,"73층 이상, 156m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>156 RETURN n.name
2799,"73층 이상, 166m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>166 RETURN n.name
2800,"73층 이상, 176m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>176 RETURN n.name
2801,"73층 이상, 186m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>186 RETURN n.name
2802,"73층 이상, 196m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>196 RETURN n.name
2803,"73층 이상, 206m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>206 RETURN n.name
2804,"73층 이상, 216m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>216 RETURN n.name
2805,"73층 이상, 226m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>226 RETURN n.name
2806,"73층 이상, 236m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>236 RETURN n.name
2807,"73층 이상, 246m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>246 RETURN n.name
2808,"73층 이상, 256m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>256 RETURN n.name
2809,"73층 이상, 266m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>266 RETURN n.name
2810,"73층 이상, 276m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>276 RETURN n.name
2811,"73층 이상, 286m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>286 RETURN n.name
2812,"73층 이상, 296m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>296 RETURN n.name
2813,"73층 이상, 306m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>306 RETURN n.name
2814,"73층 이상, 316m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>316 RETURN n.name
2815,"73층 이상, 326m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>73 AND n.size>326 RETURN n.name
2816,"74층 이상, 16m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>16 RETURN n.name
2817,"74층 이상, 26m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>26 RETURN n.name
2818,"74층 이상, 36m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>36 RETURN n.name
2819,"74층 이상, 46m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>46 RETURN n.name
2820,"74층 이상, 56m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>56 RETURN n.name
2821,"74층 이상, 66m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>66 RETURN n.name
2822,"74층 이상, 76m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>76 RETURN n.name
2823,"74층 이상, 86m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>86 RETURN n.name
2824,"74층 이상, 96m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>96 RETURN n.name
2825,"74층 이상, 106m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>106 RETURN n.name
2826,"74층 이상, 116m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>116 RETURN n.name
2827,"74층 이상, 126m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>126 RETURN n.name
2828,"74층 이상, 136m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>136 RETURN n.name
2829,"74층 이상, 146m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>146 RETURN n.name
2830,"74층 이상, 156m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>156 RETURN n.name
2831,"74층 이상, 166m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>166 RETURN n.name
2832,"74층 이상, 176m2 이상 아파트를 찾아줘",MATCH (n:Apartment) WHERE n.story>74 AND n.size>176 RETURN n.name
